ID,name,latitude,longitude,mean_checkin_time,review,category
3087,Bella & Harlow,29.9209524,-90.0996712,20.0,"Cute clothes with a definite vintage flair. The store also has great locally made jewelry pieces and accessories.   This another well curated collection of items in a small store. The stock rotates often and the sales are very good. Since the clothes are not really my style, I stop in more often to peruse their accessories and jewelry which are well-priced and unique.  The staff has always been extremely helpful and offer really good suggestions.",Shopping
119,Rivista,29.9208686,-90.0997285,16.0,"This place is a gem and I highly recommend it.  I had read some really positive comments about it on Twitter, so I decided to try it today and I was not disappointed.  It's a bakery-coffee shop that also has a great lunch menu.  The food is expertly prepared and extremely creative.  They seem to specialize in pastries with interesting combinations of ingredients, for example today I had a savory tart with wild mushrooms and cheese, and there were tomato tarts and also one with beets that looked yummy. The mushroom tart I ate today was rich, buttery, and delicious. Of course, it's a bakery so they also have sweet baked things that looked very good.  They have sandwiches and salads that are just as creative as the baked goods:  this week they have a salad special with octopus and kale that looks so good from the photo they posted on Twitter and Facebook, it's haunting me and I might have to go back and try it for lunch tomorrow.  They also make their own bagels, which is super exciting for this born-and-raised-New Yorker. Everything is made fresh every day, I was told by the friendly, helpful man who waited on me at the counter.  The place itself has a nice, clean, modern decor. It's a long, narrow space with the pastry counter-cash register towards the back, and about six or seven small tables running down the length of the room, with chairs and a comfortable bench with pillows. I didn't stay long today, but it looks like the type of place you could go hang out and drink coffee for a while, or go have lunch with a friend.    I don't even live Uptown, but I hope to become a regular at this place!  Revised on 9/9/2013 to add:  I have been back here a few times, and I can now report that they have some of the best espresso drinks in the city!  Super yummy lattes.",Restaurants
3426,Bobby's Seafood,29.9472081,-90.2132375,18.0,First meal after landing.  Shrimp Po boys and catfish platter. Very fresh. A good start  for local taste.,Restaurants
2494,Chez Clay,29.943561,-90.067346,18.0,What a great activity to add to your list of things to do. We celebrated our anniversary but we enjoyed our selves so much we will definitely add to a future date night . Would be great to do for a group activity too.,Shopping
3313,Willie's Pizza Joint,29.9633938222,-90.0578961521,6.0,"The chicken was pretty 5 star but the service for NEGATIVE FIVE STARS. Cashier was completely emotionless and not helpful. Rude really, I regret tipping her. Since she was kind of the norm around New Orleans I didn't expect much when I asked a server/kitchen hand for some hot sauce. He directed me to all the full side tables. I had to go and ask another diner for their sauce. Unbelievable. To top it off, said dinner has been in the open kitchen area eating chicken and drinking his non lid covered beverage. Prolly won't come here again...",Restaurants
606,Asuka Sushi & Hibachi,29.9600836,-90.1134502,17.0,"Best sushi around town in nola. Best quality fish. The rolls have less rice and more stuffing. My favorite rolls are nemo, shaggy dog, and the rice paper roll. Its a must try! Avocado popper is one my fav appetizers. The owner is so nice and service is awesome! Come check this place out if your near. Better than mikimoto!",Restaurants
2408,W New Orleans - French Quarter,29.9546139,-90.065845,15.0,"The W is located on Chartres Street which is two over from Bourbon and distanced just enough from the bustle -while keeping in touch with the excitement. The street is shared with the beautifully architected building of the Louisiana Supreme Court (it's rear exit is across the street around 300 yards away) and holds a similar, but futuristic beauty as the past and present designs collide. The recently renovated W has a small, but inviting outdoor swimming pool which is located within a quaint and secluded courtyard. The area is adorned with a fountain, benches, a palm & beautifully shaped shade tree, as well as, two large cabanas. The room itself is a bit tight, but has a futuristic and clean design that adds a bit of a wow factor while differentiating itself from others. My experience of detriment was two-fold: The design and size of the cabinetry did not allow us to completely unpack our suitcases -due to the lack of dresser draws. The second disappointment was the absence of quality housekeeping throughout our stay.",Restaurants
2078,Pizza Nola,30.0058545,-90.1169482,16.0,Sad day for pizza NOLA. It's a busy day/week but the quality of the shrimp scampi is pathetic today. Food businesses should be consistent regardless of what time of year it is. Don't stay open if you can't provide quality food.,Restaurants
1377,Borgne,29.9493166061,-90.0764273386,17.0,"Very good lunch!  When recommended as I stayed in hotel, my first thought was, ""not a hotel restaurant, please"".  When I walk in and saw a John Besh cookbook sitting there I immediately had hope.  My hope was rewarded!  Duck Poppers are a must.  Also had the goat cheese appetizer which was, if a goat cheese fan, very good.  Lunch of the day was fried chicken with southern greens and mashed potatoes...yum!",Restaurants
2446,Attiki Bar and Grill,29.9533944,-90.0655896,4.0,They serve Grimbergen. The bathrooms are clean. The space is really airy. Friendly service.  We were only in during a slow afternoon and only for the ale.  Nursing mothers will love the overstuffed couch.  Hookas and martinis are available as well as Mediterranean food.,Restaurants
557,John Fluevog New Orleans,29.954803,-90.0664745,15.0,"I've never been here, but damn they gave me the BEST shipping service any Fluevog store ever has. And I've ordered a lot of Vogs over the years (Detroit is, for now, bereft of this type of amazing footwear). My Prepare Buzz' arrived lovingly packaged, Japanese-style (box within a box!), with a tote bag and some lil' extras. Like a birthday for my feet!  Thank you, staff of NOLA's JF store, for being so thoughtful and taking the time to properly ship such beautiful shoes!",Shopping
3173,Belladonna Day Spa,29.9252153,-90.0839302,18.0,"I do not know if I was being judged because I showed up on my bicycle in a t-shirt and shorts or not, but Belladonna just lost a potential long time customer. Nothing pisses me off more than waiting when making an appointment. I showed up 10 minutes early for my 2 PM appointment to relax and cool off only to find the front door propped open in 93 degree heat! Anyway, after checking in and waiting 20 minutes past 2 PM I had enough. I had to go back to reception to make sure they would not charge my card as a no show. Unfortunately for Belladonna I will not be returning or sending them any business.   Regards,  JGD",Shopping
520,Crabby Jack's,29.964702,-90.1355104,18.0,"Delicious food, especially the fried green tomato and shrimp sandwich. Both the guys working the counter were patient, kind, and helpful, especially to my mother in law who needs kind attention.  Don't imagine I'll bother finding any other po boy places, this one's the ticket.",Restaurants
1987,Nola Beans,30.0042916,-90.106427,15.0,"Nola Beans is a cute little coffee shop in the heart of Lakeview. The staff is friendly and courteous and the space is a good place to have a conversation or clack out some work on your laptop using their Wifi. I had a very tasty croissant and an average turtle cookie. They offer baked goods, sandwiches, salads, numerous coffee drinks, and sodas. My favorite thing about Nola Beans is the variety of flavors that they offer in iced coffee. Most coffee shops just offer standard iced coffee, but they had close to ten different flavors to choose from! This is a great little shop to relax and waste some time in on a beautiful day in Lakeview.",Restaurants
3167,Flamingo A-Go-Go,29.9440635,-90.0697679,17.0,"My favorite new place especially since football season is approaching, lots of outdoor viewing. It has a great courtyard with tons of photo ops, a private army truck seating area but it is first come first serve, king sized jenga & tic-tac-toe games, cabanas, balcony-seating and beer bar. Inside is air conditioned with a huge colorful bar, cell phone charging station iPhone & yes android they didn't forgot about you LOL!!! Also lots of group table options. Food was exotic & delicious staff was very friendly & attentive  ohhhhh bonus points well deserved they have a snap chat filter okkkkrrrrr  Enjoy !!!! FYI.... also have a dog menu for the actually puppies LOL!!! not sure what size dogs are welcome so call and ask for assurance",Restaurants
158,Lots-A-Luck Tavern,29.992476,-90.1143713,10.0,"This is a great place to watch away games (or if you aren't lucky enough to score tickets for home games).  It's the quintessential neighborhood ""dive"" bar, the kind we love so much here in NOLA!  On game day, they also provide great bar grub.  For the more pleasant times of year, there's a nice patio area.  If you're in the neighborhood, most definitely stop in for a drink, or three...",Nightlife
1512,Satsuma Cafe,29.9377653,-90.0712579,16.0,"Yum! Love Satsuma. I had never been to this location and was in the area so I thought I'd give it a try. Friendly and accommodating staff, clean space, and yummy food. For breakfast you can't go wrong with bacon egg and cheese on a biscuit. My one qualm is that it feels so generically hip. This location is nice and contemporary but doesn't have any New Orleans charm - could be a restaurant in any trendy city so doesn't feel overly special in that sense. Definitely worth trying out if you're in the area. I'm sure I'll be back!",Restaurants
439,Alex's Bikes,29.9639468,-90.0550271,17.5,"Just like Yelp says, Alex's Bikes are as good as it gets.  We rented 6 bikes from Alex for a couple of days at a time over the course of a week.  The bikes were in good condition and he fitted them for everyone in the party.  His prices were competitive and he took time to talk to us about what we wanted to do and where we wanted to go.   His suggestions were spot on.  Best of all, Alex is a super nice guy and you know he's going to take care of you.  He really helped us out on our last day in town.  We stumbled in as tourists looking for a bike rental and left as friends.  I'll be renting from Alex the next time we're in town and I would heartily recommend Alex, his shop and his bikes to anyone looking for a bike rental!",Shopping
1850,Triangle Deli,29.9833157,-90.0713107,17.0,"I swear I feeeeen for there shrimp pasta on fridays. Food is hot and fresh EVERYTIME, they never steer me wrong. I'm a neighborhood regular. No complaints!",Restaurants
2419,Windsor Court Hotel,29.94983947,-90.0664679724,16.0,Had lunch today at their Grill restaurant. Started with a bowl of cold mushy gumbo. From there I was served a salad of hard/raw beets. Ended with a cold steak.  My guest was served raw butternut squash and roast chicken with a long black human hair.  Very disappointing,Restaurants
816,Old Point Bar,29.9549792371,-90.050207131,16.0,"The Old Point Bar is definitely the best bar on the Westbank.  Even though I've lived over here my entire life, I really stay away from bars on this side of the river.  This place and the Crown and Anchor are my only exceptions.  The crowd here is always amazing, and they will make you feel like you are a part of the family.  My mom had dementia and when we needed somewhere to get out of the house we would bring her here early in the afternoon and people were so nice to her!  The beer selection is great, and it's awesome that my dog is welcome.",Nightlife
515,P & J Oyster Co.,29.959604,-90.0688179,21.0,"Always quality, tasty oysters. A true New Orleans everlasting gem of a company. A family business that is back on its feet after BP. Long Live P&J Oyster Co.!",Restaurants
3005,Key's Fuel Mart,29.968983,-90.029829,17.0,Best gas prices in the city... brand new business so the pumps are on-point. Glad that they're open 24 hours -- Been waiting for this spot to open for a long time; glad it's finally here!!!,Restaurants
2616,Vegan Chef NOLA,29.939397,-90.079121,10.0,Listen this place is sooo good! I just came from there! NEVER MADE A REVIEW BUT I HAD TO LET THE PEOPLE KNOW! Matter fact Im gonna come back later this week and get so more food! I didn't take pictures but I will next time. Bread pudding and mac and cheese good! They were very nice and my plate was full and so is my belly! See ya'll again soon!,Restaurants
1408,Agave Week,29.9483315,-90.0718664,11.0,"This event was even better than I imagined. I learned more about agave and how it relates to tequila during a short seminar than I learned during my lifetime.   El Tesoro is a remarkably tasty tequila that takes tequila crafting seriously. It's not only a quality tequila, but it is also a brand that sources agave responsibly. I had no idea that this coveted plant was over harvested to the point where it threatened the environment. The long-nose bat, the tiny mammal responsible for pollinating agave plants has reportedly recovered from near extinction, in part because of the efforts of responsible agave harvesters. The bat requires mature plants to pollinate, so El Tesoro allows 5% of their harvest to mature in order to protect this precious species. Even if it means they reduce their profit in the process. Now, that's something to toast to!  Following the seminar, I was invited to attend the Night in Paradiso event which was a blast! I was able to sample many varieties of El Tesoro, and I even made my own cocktail rim of herbs to take home. The night was enhanced by the smooth sounds of the Vivas band, and a delicious cooking demo by Restaurateur of the Year Edgar Caro! All in all one of my favorite events attended as a Yelper.",Nightlife
1343,Garden District Pub,29.9311494,-90.0740745,4.0,"Go on Thursday for the crawfish boil. You go in and seat yourself. The crawfish man is just outside the patio area making up fresh crawfish! You order at the bar if you want because there is no table service. Then when the crawfish is done, you walk up to him and pay and take your to-go container full of crawfish back to your table. (One order is perfect for 2 people.) We also ordered fries that were covered in cheese. They were amazing!! I loved my experience here because the food is great, everyone is so nice, and the atmosphere is relaxed and fun.",Nightlife
2008,Dick & Jenny's,29.9171335,-90.1024887,2.0,"I wanted to give you 100 stars, but yelp wouldn't let me.  Took my family out to Dick & Jenny's for the first time last night, and we had no idea what to expect. My parents were a little apprehensive to try a new place, but I convinced them to go.   From the moment we walked in, it was INCREDIBLE experience! Our waitress, Hopie, delivered impeccable service, as well as, the chef/owner, Merlin. He created a special dish for my mom that was low-carb. And he was playing in the kitchen creating new things, and he brought us out samples.   We ordered the fried oyster appetizer, the eggplant truffle fries, cornbread, Shrimp and Grits x2, The crab tower (crab cake topped with soft shell crab topped with lump crab meat), and a scallops and vegetables low-carb plate for my mom. And for dessert, we had the vanilla and chocolate cheesecake with homemade whipped cream and blueberries. ALL of it was incredible! All of our taste buds were blown away. And everything was homemade and fresh! HIGHLY HIGHLY RECOMMENDED!  We'll definitely be back! See you soon Merlin & Hopie!",Restaurants
1441,Bourbon Live,29.9550826,-90.068785,5.0,"The live band here was pretty good; the singers were powerhouses! The $7 beers were kinda surprising in a town where there's deals EVERYWHERE, but hey, it wasn't the worst thing in the world. Decent place.",Nightlife
1487,Sweet Pea & Tulip Boutique,29.95689447,-90.0642267289,19.0,"I only give a bad rating because of the customer service going into the new location. Came in this past Monday, to check out the new spot and pick up birthday gifts that are coming up. The woman working was having the worst day of her life, or so it seemed. I asked if they had men shirts ( because there was no way to tell the difference/signage) and her response was condescending, as if I was stupid to not know where they were. Proceeded to check out and I couldn't have gotten a smile out of her if I had paid her. I love all the staff at the Chartres location, they are all so friendly and nice, so to get that treatment I'll keep shopping at the original store.",Shopping
3089,Hemline,29.9231115,-90.0879435,19.0,Love the selections in the boutique.  Lighting leaves a little to be desired.  It was a muggy day - the only part of the store that had AC was the dressing rooms.  So was dodging for light & trying to find AC.  Found a really great unique necklace.  Loved the selection so much visited the French Qtr store the next day to try & find something that they didn't have something in my size at this location.,Shopping
1246,O! Vegasm,29.9682679,-90.0326531,3.0,"LOVE the BBQ sandwich ... and that's coming from someone who's not big on BBQ anything! It won me over first sight and again first bite. My husband and I have been there several times and not once have we been bothered by cigarette smoke. We sat in the little dining room off the bar. So grateful to have this chef making vegan comfort food, it's a nice contrast to all the boring, flavorless places that may be vegan but are lack luster to both the eyes and palette. This place is winning over the buds of herbivores and carnivores alike.",Restaurants
1624,Faubourg Bistro,29.9598306,-90.0673229,6.0,"The loaded fries were delicious. The southern style chicken sandwich was a disappointment. I ordered via a delivery service and by the time I received it, the slaw had turned the bottom half of the bun to complete mush. It seemed like much of the flavor is in the slaw and the pickles, so it basically ruined the sandwich. The 4 cheese mac was good. If you order delivery ask for the slaw on the side so you don't waste $10.",Restaurants
2376,The Barre Code New Orleans - Lakeview,30.004989,-90.105909,18.0,"As a recent Barre convert, I was super excited to sign up for the Groupon offer. I've attended the TBC and the Barre Code class.... so far!  The studio has more of a gym-ey feel to it, but in a way that demonstrates they know their audience and creates a fun, working-out community. They have lockers available and socks for sale. The studio itself is long mirrored room, so you have space on the barre no matter the size of the class. The instructors have microphones and actively adjust the music and lighting. It was all very professional.  Both classes were high energy. The emphasis is on making the most of your time there, and I've both classes were very effective & efficient. TBC incorporates cardio... which is my favorite part of anything. The transitions between cardio and strength were very smooth -- again it all seemed very professional and smooth. Oh, they also made good use of the equipment in class, so if you want to be more challenged, there's a lots of opportunity for that!  I'm all about people getting the right workout in for them. For me, I felt like I needed a little more stretch time between segments and if I were brand new, I may have needed more personal guidance than was available with the microphone. However, I will definitely be incorporating Barre Code into my workout options.  Other FYIs: -They use the MindBody client portal. -They seem to have a regular set of guys that go! -The Harrison Ave. has parking options, coffee stops for after (love Nola Beans), and a little grocery, so you can really hit all your errands at once.",Shopping
1996,Brothers Food Mart,29.9526804,-90.0706166,8.0,"I laugh as I write this review.   One late night, after going to a show, after a few drinks, on our way back to the hotel, we were trying to find a place to have food that was open. My boyfriend was asking what I wanted to eat. I looked up, lost and confused pointing to the bright sign that said FRIED CHICKEN.   I will never forget the puzzled face my boyfriend gave me. Perhaps all those posh restaurants, and five star yelp hole in the wall places painted a vision in his head - it set the tone of what type of food I may like.   We waited on the line, and boy was this the BEST fried chicken I ever had. The mustard. The chicken. I couldn't believe it. I thought maybe I could blame my late night.   I went back the following day to try again, and it was just as amazing.   I would fly all the way from NYC just to eat this chicken again. I laugh because it's like a 7/11. The total came to a whopping $5.99!   Oh my goodness. Delicious. I have yet to try fried chicken that is as moist and flavorful.",Restaurants
2961,Free People,29.9310467,-90.074885,21.0,"I love this store. I (40) went with my mother (64). I was shopping for an outfit (or 2) to wear to a photo shoot for my company/s website. When I first walked in, I thought that the apparel may be too casual for my business website. Then, I saw a jacket. It was perfect. All I really needed was a jacket...    Then, I saw a dress. It was on sale. Perfect. Then a sweater I passed up on the way in the door was starting to look good. How did I miss that? It slowly began to hit me that this store was growing on me like a sweet smelling, glorified, bohemian funk. The salesperson (22) was super helpful for making me think 'outside the box'. I tried on clothes that I never would have picked out on my own. They were great. I felt great.  I am a convert. I love this place. It doesn't hurt that they serve you a glass of champagne if you so desire.",Shopping
2772,La Fin Du Monde,29.925453,-90.084421,18.0,"We ate here during a one week vacation in New Orleans. Some of our foodie friends from Chicago had eaten here on a trip in New Orleans and recommended it to us. This was one of my favorite places we ate on our trip. We came on a Wednesday and it was very quiet. It has a relaxed ambiance, and the big tree in the court yard is beautiful. My husband loves cocktails, and was very pleased with the drinks he had. They have lots of small plates and we were ordered a bunch for the table and shared everything (my favorite way to eat). I am vegetarian, so I was pleased that they had lots of veggie options between appetizers, sides, and mains. I had the roasted vegetable polenta, which was amazing. Our server was very nice and attentive and gave us good tips on drinks and the menu. I would definitely recommend checking this place out!",Restaurants
558,MKM Creations,29.9355417,-90.0945378,14.5,"I ordered the steak plate, and it did not disappoint. The steak was moist and tender. I ordered my steak well-done and it was cooked perfectly - it wasn't over cooked or burned. The seafood potatoes were also creamy and addictive.",Restaurants
300,Waffle House,29.9285279,-90.0314964,14.0,"The food was great, service was fast, and the people were very friendly! Next time I'm in New Orleans I will come back!",Restaurants
3117,Oak Street Cafe,29.9479579,-90.1306527,16.0,"I went here today with a friend for lunch.  I ordered the turkey sandwich w/feta, guacamole, onions, and leafy greens for $7.99.  I asked that they replace the leafy greens with romaine lettuce.  When the sandwich arrived, I had about 2 ounces of turkey, a tablespoon (at most) of feta cheese and guacamole mixed in with the leafy greens.  Oh, onions....about a fourth of a white onion slices.   I took the sandwich back to the counter and said ""I wanted romaine not these greens."". I think they made me a new sandwich--this time with even less turkey and feta cheese and the guacamole on the side (which I suggested they do).  What a complete ripoff.    My friend had one of the breakfasts which looked good.  So maybe this is a breakfast place and not a place to eat lunch.  Definitely won't be going back for lunch.",Restaurants
2900,Castellon Pharmacy,29.9485568,-90.1314742,18.0,"This is one of the tried and true mom and pop pharmacies that is still around. Some a-hole tripped me during a kickball game and I skinned up my knees something awful. They got all nasty and infected. I knew about this special wound dressing used after surgeries and such, and went searching for it. Called all the big name box stores and no luck. Also no help as to where I might find it. Tried castellon and got the manager. He said he might have some, put me on hold and searched and searched to find it. When he finally did he realized that it was expired and he wouldn't be able to sell it. A few hours later, I got a call from him (guess he has caller id) and he said that even though it was expired it might work and he would be happy to give it to me rather than throw it away. Each sheet or dressing is almost $20.   No way you are gonna find that kind of service at these big chain stores. Walgreens on Carrollton/Claiborne is positively the worst. The pharmacy especially.",Shopping
64,CVS Pharmacy,29.9406,-90.1042,17.0,"This particular location of CVS is right on the corner of Napoleon and South Claiborne, near Ochsner Baptist Hospital.  Products: What you might typically find at any of these big box pharmacy chains---OTC medicines, Rx medicines, beauty products, supplements, photography accessories, snacks, etc. There are usually well-stocked, and their prices not unreasonable. 3 stars  Service: The management has definitely imparted the importance of the greeting when a customer enters the establishment. There's at least one cashier working at any time, but sometimes 2 during busier times, a security guard is almost always present, some pharmacy staff in the back, and they have ""doc-in-a-box"" service available for those requiring quick, non-emergency care. 3 stars  Facilities: A typical brick-and-mortar, flattop building you'd expect from this chain. There is ample private lot parking, and a drive through for the pharmacy. The major issue I've noted with the outside is the trashcan is not emptied often enough. Other than that, the exterior is quite nice. The inside is aisled, with the medical services in the rear. There is nothing really remarkable to say about the interior. It's usually tidy, though. 3 stars  Overall: This is a regular stop for me when I require a pharmacy. There is a Walgreen's across the street that's typically filled with all sorts of riffraff I try to avoid if I can. If you're in this area, go here instead. 3 stars",Shopping
516,Outlaw Pizza,29.9440467011,-90.0657536834,4.0,"Raw wings and pizza stuck to box. I was also short changed. Pizza looked good but not much flavor. If they improve the quality of cheese, add more sauce, it would get rid of that salty taste.",Restaurants
236,Mystic Blue Signs,29.929252,-90.0769853,17.0,"This place is one of a kind. All hand-painted, hand-drawn letters. They make custom signs here (the portfolio shows signs all over New Orleans), and there's also a TON of stuff in the front part of the shop, with small signs, prints, posters and other art/jewelry for sale. They also sometimes teach various lettering classes in the evenings.   I go here frequently and absolutely love it. For the record, I had to inquire about the one bad review, and Eve's side of the story is quite different. No need to get into details here, but I don't think it's fair that one person on an emotional internet tirade can have such an impact on a Yelp rating. So here's my two cents - five stars all the way.",Shopping
622,Hotsy's,29.956207,-90.0635453,18.0,"It's not bad for decent food inside a mall. We ordered shrimp po boy $12, it's a bit pricey but the portion was huge with good fresh shrimps.",Restaurants
104,Fleur-De-Lis Nutrition,30.0202011,-90.1113103,19.0,My office received teas from here today and can I say they were adorable. The flavors were amazing too. Thank you!!,Restaurants
698,Gracious Bakery + Cafe,29.9300081,-90.08707,16.0,"How do I put this...? If aunt Bea decided to open a hipster millennial foodie cafe next to Floyd's barbershop in downtown Mayberry, it wouldn't be much different from Gracious Café. The menu is limited, but more in the vein of ""everything you need and nothing you don't"" than ""there's nothing to eat here!"" There's a build your own breakfast sandwich, a few lunch sandwich choices, a soup or two, a salad or two, combinations of all the above, and a small but delectable assortment of fresh baked goods - muffins and cupcakes and cookies, oh my! The coffee selection (brewed coffee, espresso, bagged hit tea and chai varieties,) is good, as long as your favorite doesn't require a dissertation to describe, you should be good. Social climbing coffee snob skinny macchiato with sprinkles addicts give me a rash, anyway. The space is small and minimalist, but not uncomfortable, and it overlooks the St. Charles Avenue neutral ground, steps from a streetcar stop. There's free wifi. There's a cold case with bottled drinks and a small selection of beers. The staff is friendly, upbeat and efficient.",Restaurants
3284,Superior Seafood & Oyster Bar,29.9262355015,-90.1016806156,18.0,"This brightly lit and newly renovated building takes the former Copeland's and revives and otherwise dead section of St. Charles. Superior Seafood is quite new and I hesitated to try anything; I like to wait and let the staff and kitchen work the kinks out. But, hunger won...  Sat at the bar and ordered:  Thyme After Thyme - vodka-based martini 1/2 Char-broiled oysters Tuna Tartar  My cocktail was too sweet. I think the idea is to have a more aromatic drink. I'd try it again, with instructions for less sugar. The oysters were decadent. Confession: 1st time having charbroiled ones. I love the raw bivalve, and this was a treat.   The tartar would use some tweaking. The presentation is fine; however, the tuna should be diced finer and the avocado is not really a great addition. I wasn't sure is the accompanying sauce was just soy, or ponzu. Was the sauce on the plate wasabi-based? All these things detracted from the tuna.   The hot bread with butter is delicious. But the bread served w/the appetizers is overkill. The bread w/the oysters is traditional, although you can't sop up sauce using toast points. I'd look for another option for the tartar.   The bartender was fine, perhaps a wee bit bored because it was a slow night. I'll try it again (after parade season) for a full meal and see...",Restaurants
3418,Breaux's Pizza and Wine Bar,30.0404699,-89.9547665,16.0,Good pizzas. Close intimate interior and friendly great staff. Worth a return and lunch specials are special.,Restaurants
2351,Sovereign Pub,29.9267008,-90.0921818,3.5,"Thanks to Yelp, we stumbled on to Sovereign Pub while we were staying at the nearby Hampton Inn.  We spent much of the next two nights sitting at the bar, talking with Brewster (the bartender) and the other patrons.  It was just what we needed.  They don't serve any food, but if you order from the Milk Bar next door (a back hallway connects them), tell the guy when you order that you're at the bar in Sovereign and they'll deliver your sandwich to you.  Only four taps (Guinness, Harp, Crispin Cider and Hoegaarden when we were there), but lots of bottles.  In fact, both of the second night there was a lively discussion on what other beers they should bring in.  The bathrooms are tiny, but have lots of fun items on the walls.  Yes, smoking is allowed, but all the smokers we encountered were very considerate and even moved so their smoke wouldn't bother us or went outside.",Nightlife
1370,Paladar 511,29.9630345,-90.0548061,3.0,"Had another amazing meal!!!! Cantaloupe Caprese Salad, Pork Chop, Homemade Rigatoni, the food is on point every time!  It is by far the best restaurant in NOLA.",Restaurants
1781,Frenchmen Grocery & Deli,29.9636727,-90.0578592,14.0,Pop boys are sooo good! Enjoyed the fish and the shrimp...We will stop back by to get a plate for the road on our way out!,Restaurants
1206,Freret Beer Room,29.9348225,-90.108928,13.0,"I eat bread pudding everywhere- this bread pudding made my night!   Outdoor seating, fun and interesting crowd, delicious entrees!  You can't go wrong.",Restaurants
1888,"Ms Linda Green ""Yakamein Lady""",29.9798109,-90.0793488,18.0,"4 Bucks for a fried pork chop sammach on white bread? With bones in it? Yep. And it was damned tasty, too. She chicken fried it and when her helper went to put just a few pieces on my bread, she scolded him and told him not to cheat me out of my meat. :)  A little Creole Mustard and I was worrying those poor chop bones at the end. Man that was good. probably the highlight of Bayou Boogaloo except for kora konnection and the ability to sign an anti-smoking petition. :)",Restaurants
3389,NOLA Veggie Fest,29.9685778,-90.0525283,17.5,"Wait all year for this amazing event! Not just for vegetairians, live music and vendors galore will keep the whole family happy!",Restaurants
3197,A Bicycle Named Desire,29.964306,-90.0566737,17.0,It was my second time renting here in a month and it was even better than the first. Cassidy is incredible and helped us plan a ride that let us see things we could have never planned on our own. The bikes are dope.,Shopping
3357,Cigar Factory New Orleans,29.9547803,-90.0648737,19.0,"Tucked away very casually on Decatur Street on the edge of the French Quarter you can find The Cigar Factory.  It is a locally run operation where you will find upon entering a handful of guys hand rolling aromatic tobacco into smokeable masterpieces.  I am not a cigar connoisseur by any means, but I do know a labor of love when I see it.  You can see the look on the rollers faces as the very delicately roll each cigar and place it onto a rack for ageing.  Each cigar type will have a unique ""smoke"" depending on multiple factors including the type of tobacco used.  As I am a novice in cigar selection I asked one of the shop workers to assist in picking something that would allow me to enjoy the experience.  He was not only very polite but excited to give me a crash course on the subject.  He took me into the humidor where they had both the cigars that were aging and not yet for sale as well as those that could be purchased and smoked.  The general rule is that the flavor of a cigar will continue to improve for up to ten years  However most cigars will be aged for 3 months to a couple of years.   After the 10 year mark, cigars will no longer show any significant amount of improvement according to most aficionados, although they still require...  Read More At:  http://2views1life.blogspot.com/2013/12/an-impromptu-cigar-in-new-orleans.html",Shopping
2894,Laksa Nola,29.96934817,-90.0522105396,18.0,"Ordered in person, asked for no chicken as we are vegetarian, repeated this several times. Got home and every dish had chicken in it.  Can't review anything about the quality of the food as I wasn't able to eat any of it.",Restaurants
374,Hong Kong Kitchen,29.9656279,-90.2056741,17.0,"This place does not serve chow fun, even though their menu online lists it! Very few places make chow fun anymore so I was disappointed. I settled for Mai fun instead but it was bland. I would have drowned it in sriracha or soy sauce if I had any. I think this place could be really good, but I did not order the right thing. Serving size was good for the money.",Restaurants
2195,The Reservoir Cafe,29.930576,-90.075738,17.0,"3.25/5 dark and intimate  reservoir cafe (#rescaf?) isn't quite my spot, but the folks working there have always been friendly the few times i've stopped by and the coffee has been nice and strong. i find the iced coffee still a little bitter compared to other cold brew offered at other places, but it does the trick. the space is eclectic and good for duo's or trio's, but i couldn't hang out with a bunch of folks given the layout. for some reason i also can't get into a work groove here, i guess my laptop just feels so out of place.  the food is definitely a plus. not many places offer breakfast tacos (yeah, yeah, it's just tacos that happen to have eggs in them, but they are still special!) and they are filling. the seasoned potatoes are great, and i only wish they swapped out the breakfast sausage for chorizo, then i'd really be all about it.",Restaurants
2792,Longway Tavern,29.9575854707,-90.0658138162,4.0,"Longway has THE BEST food and THE BEST cocktails, can't wait to come back. Get the peas and the bread and the calamari. Everyone who works there is amazing, it's overall just a wonderful experience through and through.",Restaurants
3398,Adler's,29.9535652,-90.0696275,18.0,don't bother messaging the business through yelp. they won't get back to you.,Shopping
1161,Lakeview Brew Coffee Cafe,29.9921184,-90.1099872,15.0,"Great hidden breakfast place. An easy walk from Navarre neighborhood and Lakeview. The iced coffee is delicious, as are the lattes. Onto the food. I've had the breakfast sandwich with avocado, red onions, and Gouda cheese...talk about good. The last time I went I had the biscuit-panini and it was easily one of the best breakfast sandwiches I've had. Love walking here with friends that are in town and would highly recommend to anyone!",Restaurants
88,Sweet Soulfood,29.9737325598,-90.0807557021,19.0,"My last full day in New Orleans and I HAD to come here!! Came in the pouring rain too!! I really wanted some authentic New Orleans style food (yes... it's still authentic if it's vegan, I don't care what you say! Lol!) Jamone was nice enough to give me a little taste of everything, so I could pick. That just made it harder, because I wanted it ALL!!. I'm telling you,  there is no bad choice here. Everything was SO good and flavorful!! And the bread pudding was the topper for me! I would be a regular if I lived out here! Do yourself a favor and come try this place. Come hungry too, so you can have it all, like me!  Oh...and the other great thing.  This is one vegan place where they give you a TON of food without emptying your wallet!!! Amazing food and service!!",Restaurants
